# Settlement label points — where the map draws a settlement's dot (§6D TEL-5).
#
# Generated by build_settlement_points.py: OpenStreetMap place nodes (ODbL) assigned
# to the election office's settlement boundaries by point-in-polygon. The basemap
# prints each settlement's name at this exact point, so the dot and the label agree.
# `id` is the office's own "<maz>/<taz>"; `name` is its spelling, and the loader
# falls back to it when an election renumbers the ids. Do not hand-edit: re-run the
# script.
id,name,lat,lon,osm_node,place
04/058,Okány,46.89751,21.34946,354700497,village
04/059,Orosháza,46.55828,20.67201,31094677,town
04/060,Örménykút,46.83068,20.73636,354700487,village
04/061,Pusztaföldvár,46.53159,20.80604,354700460,village
04/062,Pusztaottlaka,46.54167,21.00617,354700467,village
04/063,Sarkad,46.74229,21.38365,286992562,town
04/064,Sarkadkeresztúr,46.80861,21.38124,354700500,village
04/065,Szabadkígyós,46.60121,21.07603,354700475,village
04/066,Szarvas,46.86214,20.55215,75716568,town
04/067,Szeghalom,47.02135,21.16939,540580133,town
04/068,Tarhos,46.81214,21.21269,354700498,village
04/069,Telekgerendás,46.65652,20.94961,354700479,village
04/070,Tótkomlós,46.41151,20.7366,286991019,town
04/071,Újkígyós,46.59522,21.02492,354700473,town
04/072,Újszalonta,46.81168,21.49073,354700506,village
04/073,Végegyháza,46.38728,20.87133,354700455,village
04/074,Vésztő,46.9242,21.25988,286994012,town
04/075,Zsadány,46.92174,21.48619,354700513,village
05/001,Abaújalpár,48.30682,21.23269,354944766,village
05/002,Abaújkér,48.30752,21.20152,354944765,village
05/003,Abaújlak,48.40506,20.95505,354944992,village
05/004,Abaújszántó,48.27871,21.1855,286988415,town
05/005,Abaújszolnok,48.37284,20.97777,354944993,village
05/006,Abaújvár,48.52522,21.31263,354944757,village
05/007,Abod,48.39265,20.79104,354944987,village
05/008,Aggtelek,48.46751,20.50543,354945037,village
05/009,Alacska,48.21457,20.65203,1577442092,village
05/010,Alsóberecki,48.34499,21.68737,354944694,village
05/011,Alsódobsza,48.18048,21.0003,354944681,village
05/012,Alsógagy,48.40472,21.02368,354944916,village
05/013,Alsóregmec,48.4653,21.61716,354944739,village
05/014,Alsószuha,48.37244,20.50416,354945019,village
05/015,Alsótelekes,48.41047,20.65467,354945015,village
05/016,Alsóvadász,48.24054,20.90596,354944876,village
05/017,Alsózsolca,48.0703,20.882,286979602,town
05/018,Arka,48.3561,21.25169,354944764,village
05/019,Arló,48.17667,20.2542,354944808,village
05/020,Arnót,48.13081,20.86109,354944686,village
05/021,Aszaló,48.22562,20.95477,354944875,village
05/022,Ároktő,47.72817,20.94341,354944576,village
05/023,Baktakék,48.36365,21.02761,354944887,village
05/024,Balajt,48.32173,20.78821,354944983,village
05/025,Baskó,48.33379,21.33572,354944720,village
05/026,Bánhorváti,48.22586,20.50232,354944848,village
05/027,Bánréve,48.29714,20.35559,354944843,village
05/028,Becskeháza,48.52968,20.83519,354945055,village
05/029,Bekecs,48.15159,21.17114,354944663,village
05/030,Berente,48.23186,20.66454,354944861,village
05/031,Beret,48.34323,21.0239,354944886,village
05/032,Berzék,48.02448,20.95731,262101302,village
05/033,Bodroghalom,48.30357,21.70488,354944699,village
05/034,Bodrogkeresztúr,48.15876,21.36066,260811713,village
05/035,Bodrogkisfalud,48.17283,21.35745,262097391,village
05/036,Bodrogolaszi,48.28765,21.51763,354944691,village
05/037,Bogács,47.90412,20.53145,354944654,village
05/038,Boldogkőújfalu,48.31925,21.24355,354944767,village
05/039,Boldogkőváralja,48.33821,21.23781,266939897,village
05/040,Boldva,48.21718,20.78842,354944874,village
05/041,Borsodbóta,48.21181,20.39638,354944801,village
05/042,Borsodgeszt,47.95764,20.69323,354944642,village
05/043,Borsodivánka,47.69831,20.6555,354944582,village
05/044,Borsodnádasd,48.12303,20.24618,286986224,town
05/045,Borsodszentgyörgy,48.1881,20.20331,354944819,village
05/046,Borsodszirák,48.26105,20.76695,354944962,village
05/047,Bódvalenke,48.54115,20.80396,354945052,village
05/048,Bódvarákó,48.51034,20.73641,354945043,village
05/049,Bódvaszilas,48.53685,20.73157,354945044,village
05/050,Bózsva,48.47464,21.46772,354944734,village
05/051,Bőcs,48.03855,20.97164,262101286,village
05/052,Bükkaranyos,47.98532,20.78042,354944640,village
05/053,Bükkábrány,47.88777,20.6834,354944644,village
05/054,Bükkmogyorósd,48.12858,20.35488,354944770,village
05/055,Bükkszentkereszt,48.06846,20.63005,354944651,village
05/056,Bükkzsérc,47.95492,20.5064,258396958,village
05/057,Büttös,48.47751,21.00535,354945062,village
05/058,Cigánd,48.25723,21.89049,286988665,town
05/059,Csenyéte,48.43449,21.04019,354944998,village
05/060,Cserépfalu,47.94298,20.53602,258396921,village
05/061,Cserépváralja,47.93388,20.56154,258397095,village
05/062,Csernely,48.1443,20.34209,354944771,village
05/063,Csincse,47.88831,20.76782,354944646,village
05/064,Csobaj,48.04814,21.34016,354944659,village
05/065,Csobád,48.28193,21.02774,354944883,village
05/066,Csokvaomány,48.16577,20.37384,1768980904,village
05/067,Damak,48.31678,20.82001,354944982,village
05/068,Dámóc,48.37747,22.0343,354944715,village
05/069,Debréte,48.49973,20.866,354945049,village
05/070,Detek,48.33334,21.01901,354944885,village
05/071,Dédestapolcsány,48.18079,20.48423,354944791,village
05/072,Domaháza,48.18232,20.10343,354944825,village
05/073,Dövény,48.34637,20.54412,354944973,village
05/074,Dubicsány,48.28442,20.49108,354944846,village
05/075,Edelény,48.29366,20.73344,248466484,town
05/076,Egerlövő,47.71947,20.6223,354944583,village
05/077,Emőd,47.93395,20.81655,244172617,town
05/078,Encs,48.33057,21.12221,286982064,town
05/079,Erdőbénye,48.26626,21.35601,354944717,village
05/080,Erdőhorváti,48.31479,21.42754,354944722,village
05/081,Égerszög,48.44357,20.58589,354945029,village
05/082,Fancsal,48.3556,21.06403,354944915,village
05/083,Farkaslyuk,48.18566,20.31003,354944813,village
05/084,Fáj,48.4212,21.07639,354944903,village
05/085,Felsőberecki,48.35982,21.69488,354944695,village
05/086,Felsődobsza,48.25526,21.07487,354944673,village
05/087,Felsőgagy,48.42965,21.01517,354944994,village
05/088,Felsőkelecsény,48.35872,20.59349,354944974,village
05/089,Felsőnyárád,48.33003,20.59838,354944971,village
05/090,Felsőregmec,48.49086,21.60482,354944740,village
05/091,Felsőtelekes,48.40503,20.63474,354945017,village
05/092,Felsővadász,48.37118,20.91588,354944932,village
05/093,Felsőzsolca,48.1041,20.86054,244172750,town
05/094,Filkeháza,48.49536,21.489,266938641,village
05/095,Fony,48.39104,21.28417,266938870,village
05/096,Forró,48.32245,21.08665,354944894,village
05/097,Fulókércs,48.42972,21.10734,354944902,village
05/098,Füzér,48.5381,21.45596,354944753,village
05/099,Füzérkajata,48.51993,21.49905,354944747,village
05/100,Füzérkomlós,48.51331,21.45286,354944743,village
05/101,Füzérradvány,48.48474,21.52498,354944736,village
05/102,Gadna,48.40142,20.92781,354944991,village
05/103,Gagyapáti,48.40874,21.00255,354944917,village
05/104,Gagybátor,48.43424,20.94981,354945009,village
05/105,Gagyvendégi,48.43003,20.97502,354945004,village
05/106,Galvács,48.41944,20.77789,354944988,village
05/107,Garadna,48.41838,21.17499,354944899,village
05/108,Gelej,47.83208,20.77676,354944588,village
05/109,Gesztely,48.10274,20.9649,354944684,village
05/110,Girincs,47.96984,20.98458,262101590,village
05/111,Golop,48.23891,21.18936,354944671,village
05/112,Gömörszőlős,48.37381,20.42732,354945022,village
05/113,Gönc,48.47249,21.27263,266938720,town
05/114,Göncruszka,48.44923,21.24149,266938799,village
05/115,Györgytarló,48.20635,21.63116,354944692,village
05/116,Halmaj,48.24625,21.00168,354944882,village
05/117,Hangács,48.29312,20.83148,354944966,village
05/118,Hangony,48.22605,20.20073,354944833,village
05/119,Harsány,47.96844,20.74049,354944641,village
05/120,Háromhuta,48.37493,21.41091,354944724,village
05/121,Hegymeg,48.33101,20.86141,354944945,village
05/122,Hejce,48.42405,21.28069,266940773,village
05/123,Hejőbába,47.90507,20.94475,354944624,village
05/124,Hejőkeresztúr,47.96174,20.88386,354944631,village
05/125,Hejőkürt,47.85561,20.99294,354944602,village
05/126,Hejőpapi,47.89762,20.90713,354944627,village
05/127,Hejőszalonta,47.94001,20.88251,354944630,village
05/128,Hercegkút,48.33691,21.5292,354944725,village
05/129,Hernádbűd,48.29469,21.13558,354944893,village
05/130,Hernádcéce,48.35892,21.19749,266939584,village
05/131,Hernádkak,48.09132,20.96418,262099385,village
05/132,Hernádkércs,48.2419,21.0486,354944674,village
05/133,Hernádnémeti,48.07119,20.97705,262099508,village
05/134,Hernádpetri,48.48041,21.16171,354945069,village
05/135,Hernádszentandrás,48.28878,21.09604,354944890,village
05/136,Hernádszurdok,48.48055,21.20537,354944762,village
05/137,Hernádvécse,48.44166,21.16868,354944901,village
05/138,Hét,48.2826,20.38717,354944842,village
05/139,Hidasnémeti,48.50027,21.22878,354944761,village
05/140,Hidvégardó,48.56077,20.83451,354945054,village
05/141,Hollóháza,48.54166,21.41262,354944754,village
05/142,Homrogd,48.28191,20.91328,354944877,village
05/143,Igrici,47.86608,20.88265,354944629,village
05/144,Imola,48.42007,20.55112,354945027,village
05/145,Ináncs,48.28392,21.06764,354944889,village
05/146,Irota,48.39823,20.87588,354944990,village
05/147,Izsófalva,48.30945,20.65726,354944980,village
05/148,Jákfalva,48.33279,20.57014,354944972,village
05/149,Járdánháza,48.1577,20.25104,354944804,village
05/150,Jósvafő,48.48238,20.55253,354945036,village
05/151,Karcsa,48.31141,21.79299,354944704,village
05/152,Karos,48.33212,21.74296,354944697,village
05/153,Kazincbarcika,48.25444,20.62233,245769604,town
05/154,Kács,47.95861,20.60858,354944648,village
05/155,Kánó,48.42607,20.59586,354945028,village
05/156,Kány,48.51496,21.0136,354945063,village
05/157,Kázsmárk,48.27548,20.97403,354944878,village
05/158,Kelemér,48.35504,20.42795,354945021,village
05/159,Kenézlő,48.20014,21.53113,260812032,village
05/160,Keresztéte,48.49974,20.95038,354945059,village
05/161,Kesznyéten,47.96923,21.04203,262101727,village
05/162,Kéked,48.54625,21.34854,1692064658,village
05/163,Királd,48.24909,20.38953,354944838,village
05/164,Kiscsécs,47.96577,21.01068,262101680,village
05/165,Kisgyőr,48.01032,20.68871,354944650,village
05/166,Kishuta,48.4496,21.47967,354944733,village
05/167,Kiskinizs,48.25119,21.03555,354944679,village
05/168,Kisrozvágy,48.3468,21.93876,354944710,village
05/169,Kissikátor,48.19366,20.13164,354944829,village
05/170,Kistokaj,48.03998,20.84037,354944639,village
05/171,Komjáti,48.5457,20.76077,354945045,village
05/172,Komlóska,48.34082,21.4629,354944723,village
05/173,Kondó,48.1873,20.64311,354944857,village
05/174,Korlát,48.37858,21.24564,266938914,village
05/175,Kovácsvágás,48.45486,21.53042,354944730,village
05/176,Köröm,47.98293,20.95307,262101507,village
05/177,Krasznokvajda,48.47329,20.97038,354945060,village
05/178,Kupa,48.33138,20.91388,354944919,village
05/179,Kurityán,48.3102,20.62584,354944969,village
05/180,Lak,48.34858,20.86688,354944953,village
05/181,Lácacséke,48.36855,21.99317,354944712,village
05/182,Ládbesenyő,48.34343,20.78612,354944984,village
05/183,Legyesbénye,48.16022,21.1496,354944664,village
05/184,Léh,48.29229,20.98049,354944879,village
05/185,Lénárddaróc,48.14858,20.37197,354944772,village
05/186,Litka,48.45531,21.05859,354945065,village
05/187,Makkoshotyka,48.35644,21.51864,354944727,village
05/188,Martonyi,48.47206,20.76483,354945014,village
05/189,Mád,48.19185,21.27422,354944668,village
05/190,Mályi,48.01451,20.82761,244172696,village
05/191,Mályinka,48.15389,20.4952,354944787,village
05/192,Megyaszó,48.18738,21.05419,354944680,village
05/193,Meszes,48.43866,20.796,354945012,village
05/194,Mezőcsát,47.81754,20.90317,286987155,town
05/195,Mezőkeresztes,47.82988,20.69225,354944589,town
05/196,Mezőkövesd,47.80975,20.56609,286986763,town
05/197,Mezőnagymihály,47.80612,20.7302,354944587,village
05/198,Mezőnyárád,47.85711,20.67832,354944590,village
05/199,Mezőzombor,48.15025,21.25962,354944667,village
05/200,Méra,48.35904,21.15175,354944895,village
05/201,Mikóháza,48.46352,21.59333,354944738,village
05/202,Miskolc,48.10306,20.79004,64622559,city
05/203,Mogyoróska,48.37646,21.32741,266940714,village
05/204,Monaj,48.30639,20.93673,354944880,village
05/205,Monok,48.21218,21.14977,354944672,village
05/206,Muhi,47.97959,20.9289,354944634,village
05/207,Múcsony,48.2698,20.68028,354944967,village
05/208,Nagybarca,48.24492,20.5239,354944852,village
05/209,Nagycsécs,47.95891,20.95169,354944632,village
05/210,Nagyhuta,48.42855,21.49373,354944732,village
05/211,Nagykinizs,48.23674,21.03906,354944677,village
05/212,Nagyrozvágy,48.33932,21.92232,354944709,village
05/213,Nekézseny,48.16747,20.42949,354944782,village
05/214,Nemesbikk,47.88752,20.96563,354944618,village
05/215,Négyes,47.69864,20.7001,354944581,village
05/216,Novajidrány,48.40395,21.17211,354944898,village
05/217,Nyékládháza,47.99395,20.84162,244172660,town
05/218,Nyésta,48.36988,20.95188,354944925,village
05/219,Nyíri,48.50004,21.44081,354944741,village
05/220,Nyomár,48.27599,20.81959,354944965,village
05/221,Olaszliszka,48.24667,21.42843,262097522,village
05/222,Onga,48.12072,20.91294,354944685,town
05/223,Ormosbánya,48.33619,20.64828,354944975,village
05/224,Oszlár,47.87204,21.03534,354944606,village
05/225,Ónod,48.00113,20.91442,354944635,village
05/226,Ózd,48.21918,20.28107,268215944,town
05/227,Pamlény,48.49485,20.92848,354945057,village
05/228,Parasznya,48.16923,20.64013,354944855,village
05/229,Pácin,48.33112,21.83305,354944708,village
05/230,Pálháza,48.47158,21.51108,266938649,town
05/231,Pányok,48.5302,21.3483,354944755,village
05/232,Pere,48.2852,21.12105,354944892,village
05/233,Perecse,48.50175,20.98216,354945061,village
05/234,Perkupa,48.47331,20.68765,447758430,village
05/235,Prügy,48.0833,21.24368,354944656,village
05/236,Pusztafalu,48.54672,21.48681,354944752,village
05/237,Pusztaradvány,48.466,21.13613,354945067,village
05/238,Putnok,48.29426,20.43429,286985492,town
05/239,Radostyán,48.17826,20.6528,354944856,village
05/240,Ragály,48.40921,20.51599,354945026,village
05/241,Rakaca,48.45885,20.88304,354945010,village
05/242,Rakacaszend,48.46061,20.83823,354945011,village
05/243,Rásonysápberencs,48.30755,20.99514,354944884,village
05/244,Rátka,48.21352,21.22635,354944669,village
05/245,Regéc,48.39307,21.3452,266940746,village
05/246,Répáshuta,48.04878,20.52715,354944653,village
05/247,Révleányvár,48.32367,22.04422,354944714,village
05/248,Ricse,48.32517,21.96933,354944713,village
05/249,Rudabánya,48.37378,20.62245,286989417,town
05/250,Rudolftelep,48.30784,20.67309,354944981,village
05/251,Sajóbábony,48.17504,20.73874,354944867,town
05/252,Sajóecseg,48.19123,20.77575,354944870,village
05/253,Sajógalgóc,48.29597,20.5311,354944866,village
05/254,Sajóhídvég,48.00306,20.9503,262101379,village
05/255,Sajóivánka,48.26611,20.57937,354944862,village
05/256,Sajókaza,48.28535,20.58421,354944865,village
05/257,Sajókápolna,48.19543,20.68488,354944859,village
05/258,Sajókeresztúr,48.16967,20.77616,354944868,village
05/259,Sajólád,48.04081,20.90292,354944637,village
05/260,Sajólászlófalva,48.18498,20.67475,354944858,village
05/261,Sajómercse,48.24507,20.41318,354944835,village
05/262,Sajónémeti,48.27122,20.38074,354944839,village
05/263,Sajóörös,47.95118,21.0222,262101849,village
05/264,Sajópálfala,48.1649,20.84847,354944688,village
05/265,Sajópetri,48.03606,20.88821,354944636,village
05/266,Sajópüspöki,48.27967,20.34216,354944840,village
05/267,Sajósenye,48.19571,20.81986,354944873,village
05/268,Sajószentpéter,48.21835,20.70878,245767926,town
05/269,Sajószöged,47.94474,20.99233,262101889,village
05/270,Sajóvámos,48.18004,20.83389,354944871,village
05/271,Sajóvelezd,48.273,20.45734,354944845,village
05/272,Sály,47.94928,20.663,354944647,village
05/273,Sárazsadány,48.26337,21.49415,354944690,village
05/274,Sárospatak,48.32168,21.56555,286983971,town
05/275,Sáta,48.18506,20.3932,354944777,village
05/276,Sátoraljaújhely,48.3961,21.65615,286984247,town
05/277,Selyeb,48.33877,20.95407,354944918,village
05/278,Semjén,48.35029,21.97135,354944711,village
05/279,Serényfalva,48.313,20.38887,354944844,village
05/280,Sima,48.29864,21.30206,354944719,village
05/281,Sóstófalva,48.15628,20.9886,354944682,village
05/282,Szakácsi,48.38125,20.86339,354944989,village
05/283,Szakáld,47.94064,20.90869,354944633,village
05/284,Szalaszend,48.39007,21.12505,354944897,village
05/285,Szalonna,48.44721,20.73937,354945013,village
05/286,Szászfa,48.47209,20.94228,354945058,village
05/287,Szegi,48.19881,21.38156,262097015,village
05/288,Szegilong,48.21907,21.40016,262097105,village
05/289,Szemere,48.46469,21.10223,354945066,village
05/290,Szendrő,48.403,20.73248,286985356,town
05/291,Szendrőlád,48.34078,20.74562,354944986,village
05/292,Szentistván,47.77372,20.66,354944585,village
05/293,Szentistvánbaksa,48.22326,21.02959,354944676,village
05/294,Szerencs,48.16339,21.20109,286978816,town
05/295,Szikszó,48.20152,20.9275,286982043,town
05/296,Szin,48.49695,20.6606,354945040,village
05/297,Szinpetri,48.4836,20.62446,354945034,village
05/298,Szirmabesenyő,48.15406,20.79597,240992070,village
05/299,Szomolya,47.89235,20.49387,258395278,village
05/300,Szögliget,48.52368,20.6743,354945041,village
05/301,Szőlősardó,48.4438,20.62668,354945032,village
05/302,Szuhafő,48.40846,20.45184,354945023,village
05/303,Szuhakálló,48.28407,20.65152,354944968,village
05/304,Szuhogy,48.38385,20.67376,286989341,village
05/305,Taktabáj,48.06204,21.31255,354944658,village
05/306,Taktaharkány,48.08805,21.13241,262103998,village
05/307,Taktakenéz,48.05099,21.2169,354944655,village
05/308,Taktaszada,48.11082,21.17601,354944662,village
05/309,Tarcal,48.12983,21.34557,262096746,village
05/310,Tard,47.87302,20.60414,258396751,village
05/311,Tardona,48.16993,20.52983,2997164107,village
05/312,Tállya,48.23537,21.2299,354944670,village
05/313,Telkibánya,48.4856,21.35447,266938671,village
05/314,Teresztenye,48.4464,20.60478,354945030,village
05/315,Tibolddaróc,47.92077,20.63755,258397515,village
05/316,Tiszabábolna,47.68677,20.81177,354944579,village
05/317,Tiszacsermely,48.23154,21.79261,354944700,village
05/318,Tiszadorogma,47.68199,20.86277,354944578,village
05/319,Tiszakarád,48.20284,21.72002,286165925,village
05/320,Tiszakeszi,47.78828,20.99462,354944591,village
05/321,Tiszaladány,48.06407,21.41227,354944661,village
05/322,Tiszalúc,48.03459,21.06305,262103735,village
05/323,Tiszapalkonya,47.88647,21.05457,354944613,village
05/324,Tiszatardos,48.04118,21.3779,354944660,village
05/325,Tiszatarján,47.83461,21.00105,354944595,village
05/326,Tiszaújváros,47.92803,21.04671,286975602,town
05/327,Tiszavalk,47.68956,20.75046,354944580,village
05/328,Tokaj,48.12355,21.41139,26757723,town
05/329,Tolcsva,48.28278,21.44906,262097580,village
05/330,Tomor,48.32736,20.88273,354944938,village
05/331,Tornabarakony,48.4928,20.82021,354945048,village
05/332,Tornakápolna,48.46251,20.61634,1297071005,village
05/333,Tornanádaska,48.56011,20.78596,354945051,village
05/334,Tornaszentandrás,48.52026,20.77575,354945047,village
05/335,Tornaszentjakab,48.52165,20.86755,354945056,village
05/336,Tornyosnémeti,48.52049,21.25077,354944759,village
05/337,Trizs,48.42643,20.4942,354945024,village
05/338,Uppony,48.2135,20.43717,354944796,village
05/339,Újcsanálos,48.13791,21.00378,354944683,village
05/340,Vadna,48.27301,20.55381,354944863,village
05/341,Vajdácska,48.31914,21.65427,354944693,village
05/342,Varbó,48.16243,20.61929,354944854,village
05/343,Varbóc,48.46454,20.64495,354945033,village
05/344,Vatta,47.92238,20.74027,354944643,village
05/345,Vágáshuta,48.42322,21.54014,354944728,village
05/346,Vámosújfalu,48.25726,21.4493,262097553,village
05/347,Vilmány,48.41662,21.23298,266938852,village
05/348,Vilyvitány,48.49439,21.56284,354944737,village
05/349,Viss,48.21625,21.50558,354944689,village
05/350,Viszló,48.49327,20.88766,354945050,village
05/351,Vizsoly,48.38505,21.21694,354944763,village
05/352,Zalkod,48.18575,21.45719,260811645,village
05/353,Zádorfalva,48.38552,20.48398,354945020,village
05/354,Zemplénagárd,48.36252,22.06896,354944716,village
05/355,Ziliz,48.25152,20.79179,354944957,village
05/356,Zsujta,48.50051,21.27937,354944758,village
05/357,Zubogy,48.38025,20.5749,1144855306,village
05/358,Gibárt,48.31594,21.16008,354944769,village
06/001,Algyő,46.33538,20.20836,30847231,village
06/002,Ambrózfalva,46.34954,20.73009,354693583,village
06/003,Apátfalva,46.17684,20.57465,354693565,village
06/004,Árpádhalom,46.61919,20.54706,660660271,village
06/005,Ásotthalom,46.20011,19.78408,354693578,village
06/006,Baks,46.54951,20.10715,354693533,village
06/007,Balástya,46.42333,20.00922,354693536,village
06/008,Bordány,46.32163,19.92178,354693546,village
06/009,Csanádalberti,46.32592,20.70834,354693581,village
06/010,Csanádpalota,46.24405,20.7234,354693572,town
06/011,Csanytelek,46.60112,20.11354,354693529,village
06/012,Csengele,46.53958,19.86713,354693587,village
06/013,Csongrád,46.70976,20.15373,286972968,town
06/014,Derekegyház,46.58215,20.35597,354693526,village
06/015,Deszk,46.21793,20.23889,30848694,village
06/016,Domaszék,46.24514,20.00345,30848797,village
06/017,Dóc,46.43795,20.13694,354693535,village
06/018,Eperjes,46.71008,20.5609,354693525,village
06/019,Fábiánsebestyén,46.67832,20.44802,354693524,village
06/020,Felgyő,46.66471,20.11303,354693530,village
06/021,Ferencszállás,46.21684,20.35284,354693553,village
06/022,Forráskút,46.36603,19.9093,354693539,village
06/023,Földeák,46.31933,20.49324,354693567,village
06/024,Hódmezővásárhely,46.41713,20.31961,30848697,town
06/025,Királyhegyes,46.27032,20.612,354693576,village
06/026,Kistelek,46.47046,19.9812,286973656,town
06/027,Kiszombor,46.18897,20.42706,30848693,village
06/028,Klárafalva,46.22089,20.32504,354693559,village
06/029,Kövegy,46.22335,20.68452,354693573,village
06/030,Kübekháza,46.14954,20.27638,1351435112,village
06/031,Magyarcsanád,46.16967,20.60993,354693570,village
06/032,Makó,46.21504,20.4751,30848692,town
06/033,Maroslele,46.27067,20.34186,354693557,village
06/034,Mártély,46.46877,20.23838,354693534,village
06/035,Mindszent,46.52402,20.186,286973296,town
06/036,Mórahalom,46.21632,19.88948,30848800,town
06/037,Nagyér,46.37037,20.72923,354693577,village
06/038,Nagylak,46.17087,20.70995,354693568,village
06/039,Nagymágocs,46.58345,20.48117,345009557,village
06/040,Nagytőke,46.75731,20.28559,354693523,village
06/041,Óföldeák,46.29644,20.43703,354693561,village
06/042,Ópusztaszer,46.49718,20.0642,286973717,village
06/043,Öttömös,46.28425,19.67987,354693591,village
06/044,Pitvaros,46.3213,20.73615,354693575,village
06/045,Pusztamérges,46.32844,19.68574,354693585,village
06/046,Pusztaszer,46.54965,19.9849,354693532,village
06/047,Röszke,46.18724,20.0355,291986261,village
06/048,Ruzsa,46.28787,19.7464,354693589,village
06/049,Sándorfalva,46.36574,20.10422,286973106,town
06/050,Szatymaz,46.34168,20.04158,354693548,village
06/051,Szeged,46.25463,20.1486,30453579,city
06/052,Szegvár,46.58513,20.2219,354693527,village
06/053,Szentes,46.6524,20.25664,286974186,town
06/054,Székkutas,46.50697,20.53843,31094676,village
06/055,Tiszasziget,46.17492,20.16227,30848696,village
06/056,Tömörkény,46.61551,20.04127,354693531,village
06/057,Újszentiván,46.18695,20.18074,30848695,village
06/058,Üllés,46.33714,19.84862,354693542,village
06/059,Zákányszék,46.27406,19.88851,354693554,village
06/060,Zsombó,46.32806,19.97257,354693551,village
07/001,Aba,47.02922,18.52166,276162534,town
07/002,Adony,47.1209,18.86311,267513823,town
07/003,Alap,46.80448,18.68543,540589478,village
07/004,Alcsútdoboz,47.42544,18.60322,268154465,village
07/005,Alsószentiván,46.79578,18.73215,163741824,village
07/006,Bakonycsernye,47.31948,18.085,371177535,village
07/007,Bakonykúti,47.2455,18.19802,540594441,village
07/008,Balinka,47.3127,18.18894,540594442,village
07/009,Baracs,46.9133,18.86578,540594443,village
07/010,Baracska,47.28579,18.75758,267513929,village
07/011,Beloiannisz,47.18212,18.82552,267513909,village
07/012,Besnyő,47.19146,18.79365,267513897,village
07/013,Bicske,47.49071,18.6358,206345670,town
07/014,Bodajk,47.3227,18.2331,286150672,town
07/015,Bodmér,47.45061,18.53703,268154529,village
07/016,Cece,46.77047,18.62911,163743901,village
07/017,Csabdi,47.51884,18.6127,206345271,village
07/018,Csákberény,47.34886,18.3286,268154521,village
07/019,Csákvár,47.3918,18.46406,268154261,town
07/020,Csókakő,47.35639,18.27578,268154520,village
07/021,Csór,47.20499,18.25695,285902324,village
07/022,Csősz,47.03615,18.4179,315071538,village
07/023,Dég,46.8728,18.44776,540605562,village
07/024,Dunaújváros,46.9649,18.9405,1673787395,town
07/025,Előszállás,46.83161,18.82193,163737245,village
07/026,Enying,46.92693,18.24497,286153825,town
07/027,Ercsi,47.25197,18.89838,196187810,town
07/028,Etyek,47.44488,18.75047,268154478,village
07/029,Fehérvárcsurgó,47.29057,18.26584,315218955,village
07/030,Felcsút,47.45453,18.58624,268154466,village
07/031,Füle,47.05267,18.24589,540605557,village
07/032,Gánt,47.39086,18.38778,268154500,village
07/033,Gárdony,47.20281,18.6262,157010589,town
07/034,Gyúró,47.37085,18.73956,196200654,village
07/035,Hantos,46.99487,18.69912,317778595,village
07/036,Igar,46.77598,18.51454,540605564,village
07/037,Iszkaszentgyörgy,47.2382,18.29502,315219161,village
07/038,Isztimér,47.27838,18.19605,540605558,village
07/039,Iváncsa,47.14733,18.83115,267513914,village
07/040,Jenő,47.10579,18.24995,436181793,village
07/041,Kajászó,47.32648,18.72176,268154452,village
07/042,Káloz,46.95522,18.48236,276166633,village
07/043,Kápolnásnyék,47.2375,18.67228,157002622,village
07/044,Kincsesbánya,47.26446,18.27391,315219219,village
07/045,Kisapostag,46.89415,18.9322,540605567,village
07/046,Kisláng,46.96025,18.38517,411331619,village
07/047,Kőszárhegy,47.09204,18.34219,268208875,village
07/048,Kulcs,47.05294,18.91632,267513797,village
07/049,Lajoskomárom,46.84178,18.33721,411325298,village
07/050,Lepsény,46.99467,18.24436,286153334,village
07/051,Lovasberény,47.30995,18.55267,268154191,village
07/052,Magyaralmás,47.2957,18.32418,339111465,village
07/053,Martonvásár,47.31412,18.78863,196190783,town
07/054,Mány,47.52994,18.65635,206345247,village
07/055,Mátyásdomb,46.92276,18.34768,411331869,village
07/056,Mezőfalva,46.93248,18.77904,274958983,village
07/057,Mezőkomárom,46.82876,18.28978,411325735,village
07/058,Mezőszentgyörgy,46.99405,18.27384,286153436,village
07/059,Mezőszilas,46.81584,18.47499,274958708,village
07/060,Moha,47.24302,18.33382,540605571,village
07/061,Mór,47.37203,18.20904,268154501,town
07/062,Nadap,47.25799,18.61749,268154374,village
07/063,Nagykarácsony,46.86669,18.775,540142820,village
07/064,Nagylók,46.97595,18.64223,540605569,village
07/065,Nagyveleg,47.35937,18.11113,540605559,village
07/066,Nagyvenyim,46.95619,18.85927,274958442,village
07/067,Nádasdladány,47.13777,18.23987,436181794,village
07/068,Óbarok,47.49012,18.56963,540605573,village
07/069,Pákozd,47.21707,18.54371,156578187,village
07/070,Pátka,47.2771,18.4871,268154227,village
07/071,Pázmánd,47.28363,18.65662,268154285,village
07/072,Perkáta,47.04797,18.79012,267513795,village
07/073,Polgárdi,47.0564,18.30679,268154562,town
07/074,Pusztaszabolcs,47.13858,18.75761,267513895,town
07/075,Pusztavám,47.42935,18.22798,321832180,village
07/076,Rácalmás,47.0259,18.93933,267513814,town
07/077,Ráckeresztúr,47.27394,18.83404,196198928,village
